企业名称,岗位,专业,数量,薪资,学历,工作性质,其他需求,邮箱
湖北钟祥牧原养殖有限公司,工程类,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】农业机械化及其自动化,【本科】工程管理",124,4500-5999,本科,全职,,hr@muyuanfoods.com
湖北钟祥牧原养殖有限公司,财经类,"【本科】工程管理,【本科】工程管理,【本科】经济学,【本科】会计学,【本科】国际经济与贸易",66,4500-5999,本科,全职,,hr@muyuanfoods.com
湖北钟祥牧原养殖有限公司,人力资源类,"【本科】人力资源管理,【本科】工商管理,【本科】社会工作,【本科】行政管理",136,4500-5999,本科,全职,,hr@muyuanfoods.com
老河口牧原农牧有限公司,养殖技术类,"【本科】动物医学,【本科】动物科学,【本科】生物工程",981,6000-7999,不限,全职,,hr@muyuanfoods.com
老河口牧原农牧有限公司,饲料生产类,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】农业机械化及其自动化,【本科】动物科学,【本科】食品科学与工程,【本科】食品质量与安全",90,4500-5999,不限,全职,,hr@muyuanfoods.com
老河口牧原农牧有限公司,工程类,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】农业机械化及其自动化,【本科】工程管理",124,4500-5999,不限,全职,,hr@muyuanfoods.com
老河口牧原农牧有限公司,财经类,"【本科】经济学,【本科】会计学,【本科】国际经济与贸易,【本科】工程管理",66,4500-5999,不限,全职,,hr@muyuanfoods.com
老河口牧原农牧有限公司,人力资源类,"【本科】人力资源管理,【本科】工商管理,【本科】行政管理,【本科】社会工作",136,4500-5999,不限,全职,,hr@muyuanfoods.com
湖北博大生物股份有限公司,技术工程师,【本科】动物医学,2,6000-7999,硕士,全职,,hbpoder001@163.com
湖北博大生物股份有限公司,研发专员,"【本科】生物工程,【本科】国家生物学理科基地（生物科学）,【本科】生物信息学",1,4500-5999,硕士,全职,,hbpoder001@163.com
湖北博大生物股份有限公司,中草药种植工程师,"【本科】农学,【本科】植物保护,【本科】植物科学与技术",1,6000-7999,硕士,全职,,hbpoder001@163.com
湖北博大生物股份有限公司,区域销售经理,"【本科】动物医学,【本科】动物科学,【本科】市场营销",20,8000-9999,大专,全职,,hbpoder001@163.com
湖北博大生物股份有限公司,化验员,"【本科】生物工程,【本科】应用化学,【本科】食品科学与工程",1,3000-4499,大专,全职,,hbpoder001@163.com
湖北博大生物股份有限公司,操作工,"【本科】动物医学,【本科】动物科学,【本科】生物工程",5,3000-4499,不限,全职,,hbpoder001@163.com
佛山市顺德区博大生物科技有限公司,直招高薪饲料添加剂销售大客户经理,"【本科】市场营销,【本科】动物科学,【本科】工商管理",2,15000-19999,大专,全职,工作地点：全国区域不限  1、负责制定、组织实施和完成全国区域大客户（大、中型饲料厂和大型养猪场）年度工作目标，推广企业产品  2、负责全国区域大客户（大、中型饲料厂和大型养猪场）的开发与关系维护工作，与目标大客户建立良好的业务关系，挖掘大客户的需求，高效灵活的完成销售任务  3、参与市场调查、竞争对手研究、营销策划等，并定期或不定期地为营销决策提供相关市场信息和开拓市场的建设性意见，及时反馈有关市场开发和营销进展的情况  4、做好全国区域大客户的咨询和相关服务，并及时处理大客户投诉等事宜  5、负责建立大客户信息档案和管理工作，并进行科学的客户关系管理，及时有效地为大客户提供高品质服务以保证客户满意度,sdpoder@163.com
佛山市顺德区博大生物科技有限公司,饲料添加剂销售业务经理,"【本科】市场营销,【本科】动物科学",10,10000-14999,大专,全职,大专以上学历，专业不限，有饲料及添加剂相关行业销售经验，具备相关资源渠道者优先。,sdpoder@163.com
佛山市顺德区博大生物科技有限公司,技术工程师,"【本科】动物科学,【本科】动物医学,【本科】生物工程",3,6000-7999,大专,全职,硕士以上学历，动物营养、微生物发酵、动物科学等相关专业。,sdpoder@163.com
佛山市顺德区博大生物科技有限公司,饲料厂生产厂长,"【本科】工商管理,【本科】动物科学,【本科】机械设计制造及其自动化",2,8000-9999,大专,全职,大专以上学历，动物营养、动物科学等相关专业。具备3年以上饲料厂生产管理经验，熟悉饲料厂生产流程及工艺，懂得机械设备工作原理及相关维修要领。,sdpoder@163.com
佛山市顺德区博大生物科技有限公司,市场助理、市场策划,"【本科】市场营销,【本科】工商管理,【本科】人力资源管理,【本科】广告学,【本科】视觉传达设计",2,3000-4499,大专,全职,大专以上学历，市场营销、策划、广告设计等经管类专业优先，有较强的沟通能力和组织能力。,sdpoder@163.com
佛山市顺德区博大生物科技有限公司,行政人事专员,"【本科】人力资源管理,【本科】工商管理",2,3000-4499,大专,全职,大专以上学历，工商管理、人力资源、汉语言文学等相关专业优先，形象好，电脑操作熟练，组织能力强。,sdpoder@163.com
佛山市顺德区博大生物科技有限公司,化 验 员,"【本科】生物工程,【本科】应用化学",2,3000-4499,大专,全职,大专以上学历，分析化学、化工材料、制药工程等相关专业，懂操作原子吸收仪、色谱、定氮仪，分光光度仪等仪器优先。,sdpoder@163.com
宜昌东阳光长江药业股份有限公司,技术员,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",10,3000-4499,本科,全职,,zhengjungang@hecpharm.com
宜昌东阳光长江药业股份有限公司,技术员,"【本科】国家生物学理科基地（生物科学）,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】生物工程",3,4500-5999,硕士,全职,,zhengjungang@hecpharm.com
宜昌东阳光长江药业股份有限公司,设备管理员,【本科】自动化,2,3000-4499,本科,全职,,zhengjungang@hecpharm.com
宜昌东阳光长江药业股份有限公司,QA/QC,"【本科】应用化学,【本科】生物工程,【本科】国家生命科学与技术人才培养基地（生物技术）,【本科】国家生物学理科基地（生物科学）",8,3000-4499,本科,全职,,zhengjungang@hecpharm.com
武汉中博生物股份有限公司,研发工程师,"【本科】动物科学,【本科】动物医学,【本科】生物工程",10,6000-7999,硕士,全职,,1508084701@qq.com
武汉中博生物股份有限公司,项目负责人,"【本科】动物医学,【本科】动物科学",3,15000-19999,博士,全职,,1508084701@qq.com
湖北华大瑞尔科技有限公司,技术员,"【本科】生物工程,【本科】动物医学,【本科】动物科学",5,4500-5999,本科,全职,生物技术、化学检测类、畜牧兽医类相关专业本科及以上学历,362895064@qq.com
湖北华大瑞尔科技有限公司,技术服务专员,"【本科】动物医学,【本科】动物科学",5,6000-7999,硕士,全职,可接受长期出差，从事饲料添加剂类产品研发或技术服务相关工作,362895064@qq.com
湖北华大瑞尔科技有限公司,发酵生产主管,"【本科】生物工程,【本科】动物医学,【本科】动物科学",1,6000-7999,硕士,全职,发酵工程类相关硕士学历,362895064@qq.com
湖北华大瑞尔科技有限公司,水产技术服务经理,"【本科】水产养殖学,【本科】水族科学与技术",1,6000-7999,本科,全职,有团队合作精神，能适应长期出差,362895064@qq.com
山东天普阳光生物科技有限公司,配方师,"【本科】动物科学,【本科】食品科学与工程,【本科】动物医学",3,10000-14999,博士,全职,有经验者优先录用,tpyghr@163.com
山东天普阳光生物科技有限公司,管培生,"【本科】人力资源管理,【本科】市场营销,【本科】经济学,【本科】国际经济与贸易,【本科】法学,【本科】广告学,【本科】社会学,【本科】工程管理,【本科】信息管理与信息系统,【本科】行政管理,【本科】生物信息学",3,6000-7999,硕士,全职,往届应届均可,tpyghr@163.com
山东天普阳光生物科技有限公司,品管管培生,"【本科】应用化学,【本科】农业资源与环境,【本科】食品质量与安全,【本科】食品科学与工程,【本科】动物科学,【本科】动物医学",5,6000-7999,硕士,全职,往届应届均可,tpyghr@163.com
山东天普阳光生物科技有限公司,财务类,"【本科】经济学,【本科】国际经济与贸易,【本科】会计学,【本科】工商管理",10,3000-4499,本科,全职,往届应届均可,tpyghr@163.com
山东天普阳光生物科技有限公司,养殖技术类,"【本科】动物医学,【本科】动物科学",10,3000-4499,本科,全职,往届应届均可,tpyghr@163.com
山东天普阳光生物科技有限公司,业务销售类,不限专业,5,3000-4499,本科,全职,往届应届均可,tpyghr@163.com
山东天普阳光生物科技有限公司,储备生产类,"【本科】机械设计制造及其自动化,【本科】自动化,【本科】机械电子工程,【本科】农业机械化及其自动化,【本科】能源与动力工程",20,4500-5999,本科,全职,往届应届均可,tpyghr@163.com
山东天普阳光生物科技有限公司,采购员,"【本科】生物信息学,【本科】食品质量与安全,【本科】食品科学与工程",5,3000-4499,本科,全职,往届应届均可,tpyghr@163.com
北京市华都峪口禽业有限责任公司,技术服务经理,"【本科】动物医学,【本科】动物科学",15,4500-5999,本科,全职,,xnzn@hdyk.com.cn
北京市华都峪口禽业有限责任公司,营销经理,"【本科】动物医学,【本科】动物科学",15,4500-5999,本科,全职,,xnzn@hdyk.com.cn
北京市华都峪口禽业有限责任公司,超市经理,"【本科】动物医学,【本科】动物科学",15,4500-5999,本科,全职,,xnzn@hdyk.com.cn
无锡新东方进修学校,少儿教师（语文、数学、英语）,不限专业,30,6000-7999,本科,全职,本科学历及以上、专业不限、教师资格证优先,wuxihr@xdf.cn
无锡新东方进修学校,中学教师（语文、数学、英语、物理、化学）,不限专业,30,6000-7999,本科,全职,本科学历及以上、专业不限、教师资格证优先,wuxihr@xdf.cn
无锡新东方进修学校,国外考试教师,不限专业,20,8000-9999,本科,全职,本科学历及以上、专业不限、教师资格证优先,wuxihr@xdf.cn
无锡新东方进修学校,国内考试教师,"【本科】英语,【本科】商务英语",5,8000-9999,本科,全职,本科学历及以上、专业不限、教师资格证优先,wuxihr@xdf.cn
无锡新东方进修学校,学业规划师,不限专业,5,6000-7999,本科,全职,本科学历及以上、专业不限、市场营销相关专业优先,wuxihr@xdf.cn
无锡新东方进修学校,学习管理师,不限专业,10,4500-5999,本科,全职,本科学历及以上、专业不限、市场营销相关专业优先,wuxihr@xdf.cn
无锡新东方进修学校,市场专员,不限专业,5,6000-7999,本科,全职,本科学历及以上、专业不限、市场营销相关专业优先,wuxihr@xdf.cn
